Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8505968785,T726509C,NY,OMT,03-10-2017,17,4DSD,TOYOT,T,21790,19985,29440,20171231,1,1,1,361083,T105,N,0347P,,NY,F,80,Greenwich St,,0,408,c4,,YYYYYYY,,,BK,,2015,,0,Y,17-No Stand (exc auth veh),,,
8237510884,2TC660,OK,PAS,07/29/2016,19,DELV,FRUEH,T,53790,20940,21040,88880088,106,106,106,361821,T402,C,1008A,,Q,O,116-16,Liberty Ave,,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,37 4,19-No Stand (bus stop),,,
7775550077,HGD2764,NY,PAS,12-08-2016,46,SUBN,HONDA,T,14920,43720,71690,20170101,50,50,50,364835,T201,L,0442P,,BX,F,5543,Broadway,,0,408,f1,,,,,SILVE,,2016,,0,44 2,46A-Double Parking (Non-COM),,,
8249053771,24260JS,NY,COM,11-02-2016,69,VAN,CHEVR,T,13610,21690,13810,20180228,1,1,1,363573,T105,H,0102P,,NY,F,471,Broadway,,0,408,h1,,YYYYY,0700A,0600P,WH,,2015,,0,22,69-Failure to Disp Muni Recpt,,,
8430018013,FGR6634,NY,PAS,10-11-2016,37,4DSD,HONDA,T,37190,31190,13610,20170327,33,33,33,361887,T103,I,0221P,0152P,NY,F,611,W 171st St,,0,408,h1,,Y,0800A,0700P,GL,,0,105-8371,0,11 7,37-Expired Muni Meter,,,
8504901087,GTZ4699,NY,PAS,01/13/2017,37,SUBN,JEEP,T,44890,27050,32940,20181202,6,6,6,363962,T105,D,0618P,0606P,NY,O,66,W Broadway,,0,408,h1,,Y,0800A,0700P,WH,,2015,111-3041,0,75,37-Expired Muni Meter,,,
8128041459,IMDEAD,NY,SRF,12/16/2016,19,SUBN,NISSA,T,63820,74870,74920,20171003,50,50,50,355594,T201,S,0655A,,BX,F,2841,Sedgwick Ave,,0,408,c3,,YYYYYYY,,,BK,,2015,,0,50 2,19-No Stand (bus stop),,,
4633165677,GLS8092,NY,PAS,04/28/2017,36,4DSD,DODGE,V,0,0,0,0,,0,0,0,,,0128P,,BK,,,WB 65TH ST @ 16TH AV,E,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8516860152,9539MD,NY,COM,05/22/2017,21,VAN,FRUEH,T,18370,10210,10110,88880088,19,19,19,332086,T103,O,1113A,,NY,F,219,E 69th St,,0,408,d1,,Y  Y,1100A,1230A,BROWN,,2014,,0,27,21-No Parking (street clean),,,
4625911448,FFW4996,NY,PAS,11-03-2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0959A,,ST,,,EB RICHMND TER. ST.P,ETRS PL- NICHLAS ST,0,1180,B,T,,,,WH,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8092092333,W75HNH,NJ,PAS,04/14/2017,38,SUBN,HONDA,T,40580,25430,36630,88888888,120,120,120,363538,T401,P,0935A,,R,F,109-12,Northern Blvd,,0,408,h1,,YYYYY,0800A,0400P,OTHER,,0,,0,51-A,38-Failure to Display Muni Rec,,,
1415998139,B673322,ME,PAS,11/26/2016,66,TRAI,,S,0,0,0,0,69,69,0,669593,KS18,0,0133A,,K,,,N/S E 99TH ST,W/O FOSTER  AVE,0,408,M1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
7031419530,HJV2470,NY,PAS,11/16/2016,17,SUBN,HONDA,T,0,0,0,20180905,44,44,44,362253,T201,R,0233P,,BX,I,E,Concord Village W,60ft S/of E 158th St,0,408,c4,,YYYYYYY,,,RD,,0,,0,T 21,17-No Stand (exc auth veh),,,
7497638191,DDJ7204,NY,PAS,03-09-2017,20,4DSD,HONDA,T,9540,18990,19090,20190217,110,110,110,348588,T740,G,0550P,,Q,O,97-26,41st Ave,,0,408,d,,YYYYY,0400P,0700P,WH,,2017,,0,7,20A-No Parking (Non-COM),,,
1422395832,56203PC,NY,COM,05/25/2017,78,TRAI,VOLVO,S,40340,41710,0,0,47,47,0,686974,BX12,0,0213A,,BX,,,HOLLERS AVE,HUTCHINSON AVE,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
7848184699,P21GCX,NJ,PAS,08-03-2016,38,4DSD,TOYOT,T,56490,67990,63790,88888888,104,104,104,358887,T402,E,0438P,,Q,O,5432,Myrtle Ave,,0,408,h1,,Y,0900A,0700P,BLACK,,0,,0,12 4,38-Failure to Display Muni Rec,,,
4006681434,GLB1899,NY,PAS,11/18/2016,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0815A,,BK,,,NB BEDFORD AVE @ ATL,ANTIC AVE,0,1111,C,T,,,,BK,,2010,,0,,BUS LANE VIOLATION,,,
8505677470,XCNY22,NJ,PAS,04/28/2017,69,DELV,FRUEH,T,13610,21705,17070,20171288,6,6,6,362546,T105,C,0256P,,NY,F,687,Broadway,,0,408,h1,,YYYYY,0700A,0600P,RED,,0,,0,49,69-Failure to Disp Muni Recpt,,,
8471861616,Y63JMZ,FL,PAS,11/16/2016,38,2DSD,FIAT,T,45130,44930,51530,20170788,90,90,90,361885,T301,B,0101P,,K,F,731,Grand St,,0,408,h1,,Y,0830A,0700P,RED,,0,,0,16 3,38-Failure to Display Muni Rec,,,
8489108390,24648MG,NY,COM,01-06-2017,14,VAN,DODGE,T,11490,0,0,20161130,104,104,104,363099,T402,S,0202P,,Q,I,N,55th Dr,15ft W/of Maurice Av,0,408,c,,YYYYYYY,,,WH,,2016,,0,C,14-No Standing,,,
1387551449,GPP2313,NY,PAS,10/27/2016,46,SDN,HONDA,P,85330,50730,38830,20180529,79,79,79,928337,79,0,0430A,,K,F,164,THROOP,,0,408,D1,,BBBBBBB,ALL,ALL,BLUE,0,2014,-,0,,,,,
8482053541,73860MD,NY,COM,01-12-2017,42,PICK,FORD,T,34550,10410,10510,20180831,14,14,14,359575,T106,I,0534P,,NY,F,21,W 39th St,,0,408,h1,,YYYYY,0600A,0700P,WH,,2014,144-2564,0,6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
8428005382,R26GNK,NJ,PAS,08/20/2016,40,4DSD,HONDA,T,18270,10010,45590,88888888,19,19,19,361282,T103,GG,0450P,,NY,O,429,E 64th St,,0,408,e2,,YYYYYYY,,,WHITE,,0,,7,10 7,40-Fire Hydrant,,,
8475014586,GJC4599,NY,PAS,02-08-2017,37,SUBN,JEEP,T,16890,8790,61090,20170729,115,115,115,358124,T401,H,0500P,0452P,Q,F,37-20,82nd St,,0,408,h1,,Y,0830A,0700P,GY,,1998,412-2391,0,11,37-Expired Muni Meter,,,
4622527236,AGV2053,NY,PAS,07/26/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1254P,,QN,,,EB ROCKAWAY BLVD @ 1,00TH ST,0,1180,B,T,,,,BR,,1998,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4624705191,BOZBOZ,NY,SRF,10-06-2016,36,PICK,FORD,V,0,0,0,0,,0,0,0,,,0131P,,BK,,,EB ATLANTIC AVE @ NE,W YORK AVE,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8536353030,611RA9,MA,999,03/16/2017,20,SUBN,NISSA,T,78230,95030,19530,20180988,90,90,90,363934,T301,I,0248P,,K,F,83,S 2nd St,,0,408,d,,YYYYY,0700A,0600P,BLACK,,0,,0,N,20A-No Parking (Non-COM),,,
1422309447,HCB6949,NY,PAS,06/16/2017,21,SUBN,HONDA,S,56490,39890,38490,20171004,104,104,0,515350,QW05,0,0736A,,Q,F,56-23,MYRTLE AVE,,0,408,D1,,YYYYYYB,0730A,0800A,RED,0,2014,-,0,,,,,
7305891174,45174MJ,NY,COM,10/13/2016,71,UTIL,INTER,T,68930,26730,67047,20180720,77,77,77,357718,T301,A,0822A,,K,O,1055,Pacific St,,0,408,j6,,YYYYYYY,,,BL,,2005,,0,09 3,71A-Insp Sticker Expired (NYS),,,
1417328850,HJD9569,NY,PAS,11-12-2016,46,SUBN,FORD,P,64290,7240,7540,20180811,114,114,114,938256,114,0,1035P,,Q,F,25-22,STEINWAY ST,,0,408,F1,,BBBBBBB,ALL,ALL,GREEN,0,1997,-,0,,,,,
4625105638,HKA9370,NY,PAS,10/14/2016,36,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,1144A,,BK,,,EB SHORE PKWY @ OCEA,N PKWY,0,1180,B,T,,,,BK,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7646369214,FXN7134,NY,PAS,07/28/2016,20,4DSD,TOYOT,T,55120,40404,40404,20180223,43,43,43,363990,T202,F,0222P,,BX,F,2,Odell St,,0,408,d,,YYYY,0700A,0600P,BL,,2012,,0,04 2,20A-No Parking (Non-COM),,,
8361022685,GYD3345,NY,PAS,10/26/2016,38,SUBN,NISSA,T,9890,9840,59990,20170531,108,108,108,364017,T401,D,0918A,,Q,F,43-47,43rd St,,0,408,h1,,Y,0900A,0700P,BK,,2006,,0,37 4,38-Failure to Display Muni Rec,,,
8552105913,GHN4125,NY,PAS,05-12-2017,17,4DSD,CHRYS,T,29490,53290,51990,20170605,110,110,110,353991,T401,U,1015A,,Q,O,80-26,Baxter Ave,,0,408,c4,,YYYYYYY,,,BK,,2017,,0,21-P,17-No Stand (exc auth veh),,,
8496261840,55094MB,NY,COM,06/23/2017,14,VAN,WORKH,T,11710,35090,35130,88880088,20,20,20,357701,T103,P,0418P,,NY,F,170,Amsterdam Ave,,0,408,c,,YYYYY,0400P,0700P,BROWN,,2011,,0,46,14-No Standing,,,
4622700268,ENK2171,NY,PAS,08-04-2016,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1012A,,BK,,,SB OCEAN AV- AVE. S,#NAME?,0,1180,B,T,,,,WH,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8518702940,XEDM57,NJ,PAS,02/27/2017,37,VAN,DODGE,T,10210,18410,18430,20170088,19,19,19,358246,T103,N,0933A,0905A,NY,F,1232,3rd Ave,,20170227,408,h1,,Y,0800A,0700P,RED,,0,107-4891,0,C,37-Expired Muni Meter,,,
8489977616,M42GLA,NJ,PAS,03/24/2017,21,SUBN,CADIL,T,41030,36380,14280,88888888,63,63,63,361824,T302,O,1125A,,K,F,3508,Flatlands Ave,,0,408,d1,,Y,1100A,1230A,BLACK,,0,,0,20,21-No Parking (street clean),,,
8479015366,HNU4252,NY,PAS,02/24/2017,38,2DSD,ME/BE,T,24890,17590,17610,20181228,17,17,17,359619,T102,J,0102P,,NY,O,178,Lexington Ave,,0,408,h1,,Y,0800A,0700P,GY,,2016,,0,10,38-Failure to Display Muni Rec,,,
8471307972,T683145C,NY,OMT,09/25/2016,14,SUBN,CHEVR,T,17550,0,0,20170630,13,13,13,361376,T102,H,0203P,,NY,I,S,E 28th St,60ft E/of Park Ave S,0,408,c,,YYYYYYY,,,BK,,2013,,0,99 6,14-No Standing,,,
7034743927,23787ME,NY,COM,10/18/2016,14,VAN,TOYOT,T,13610,24990,16140,20170731,1,1,1,351949,T105,C,0934A,,NY,F,150,Broadway,,0,408,c,,YYYYY,0700A,1000A,GY,,2015,,0,64,14-No Standing,,,
8505650426,HBF1201,NY,PAS,01-05-2017,37,SUBN,NISSA,T,12710,14010,22890,20170917,5,5,5,362546,T105,C,0411P,0403P,NY,F,119,Baxter St,,0,408,h1,,Y,0830A,0700P,GY,,2013,124-3065,0,40,37-Expired Muni Meter,,,
4632925470,BPG4707,NY,PAS,04/24/2017,36,2DSD,HONDA,V,0,0,0,0,,0,0,0,,,1216P,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,WH,,0,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8553357703,FPZ3562,NY,PAS,05/26/2017,21,4DSD,TOYOT,T,9840,14690,15340,20170816,108,108,108,349456,T401,A,1108A,,Q,O,69-07,43rd Ave,,0,408,d1,,Y,1100A,1230A,GY,,2009,,0,52-A,21-No Parking (street clean),,,
8288524850,85989MD,NY,COM,08/16/2016,46,VAN,FRUEH,T,21190,37270,37290,88888888,33,33,33,363966,T103,Q,0531P,1200P,NY,O,371,Ft Washington Ave,,20160816,408,F1,,,,,BROWN,,2015,,0,CC1,46B-Double Parking (Com-100Ft),,,
4006833301,T629055C,NY,OMT,12/23/2016,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0332P,,MN,,,WB E 34TH ST @ MADIS,ON AVE,0,1111,C,T,,,,BK,,2013,,0,,BUS LANE VIOLATION,,,
8527209652,GTB2303,NY,PAS,04/21/2017,40,2DSD,HONDA,T,77150,60520,64220,20181104,47,47,47,363945,T201,D,1043A,,BX,F,698,White Plains Rd,,0,408,e2,,YYYYYYY,,,GY,,2002,,7,11,40-Fire Hydrant,,,
7020691122,GUY6139,NY,PAS,09-08-2016,38,4DSD,SUBAR,T,75530,20530,64330,20161121,84,84,84,358147,T301,B,0935A,,K,O,300,Schermerhorn St,,0,408,h1,,Y,0900A,0700P,BL,,2015,,0,05 3,38-Failure to Display Muni Rec,,,
1373859088,DXE4624,NY,PAS,05/24/2017,51,SDN,TOYOT,X,17830,32600,83630,20190126,60,60,985,100391,985,0,1155A,,K,F,4537,BEACH 46 ST,,0,408,I4,,BBBBBBB,ALL,ALL,SILVE,0,2014,-,0,,,,,
8215522026,GYU6116,NY,PAS,07/22/2016,38,4DSD,NISSA,T,57790,23840,23940,20170629,109,109,109,355126,T401,V,0849P,,Q,F,158-06,Northern Blvd,,0,408,h1,,Y,0900A,1000P,GY,,2001,,0,A 41,38-Failure to Display Muni Rec,,,
8524665890,HJX3280,NY,PAS,04/20/2017,21,4DSD,TOYOT,T,26580,20720,20720,20180711,44,44,44,346132,T201,S,1036A,,BX,F,298,E 164th St,,0,408,d1,,Y  Y,0930A,1100A,BK,,2016,,0,H,21-No Parking (street clean),,,
8407016214,GDF3468,NY,PAS,01-06-2017,38,SUBN,SUBAR,T,27590,31490,19890,20181122,7,7,7,362193,T101,F,0516P,,NY,F,189,Orchard St,,0,408,h1,,Y,0900A,0700P,SILVE,,2016,,0,66,38-Failure to Display Muni Rec,,,
5093440449,4KK327,MA,PAS,09-10-2016,7,UT,TOYOT,V,0,0,0,0,,0,0,0,,,0316P,,MN,,,WEST ST (S/B) @ W HO,USTON ST,0,1111,D,T,,,,,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
1399398143,HCE6510,NY,PAS,03-12-2017,98,SDN,CHEVR,P,26610,0,0,20181026,26,26,1,160457,1,0,0422P,,NY,F,,MORNINGSIDE PARK,112 MORNINGSIDE AVE,0,408,D,,BBBBBBB,ALL,ALL,GREEN,0,2014,-,0,,,,,
8246553811,HKD5512,NY,OMS,12/22/2016,21,SUBN,JEEP,T,32590,30790,29290,20170930,6,6,6,356301,T105,J,1130A,,NY,O,90,Thompson St,,0,408,d1,,Y  Y,1100A,1230A,BK,,2017,,0,3,21-No Parking (street clean),,,
8088047780,3MA149,MA,PAS,11/19/2016,20,4DSD,CHEVR,T,30790,26790,26990,20170988,1,1,1,361359,T101,G,0444P,,NY,O,43,Spring St,,0,408,d,,Y,0700A,0600P,SILVE,,0,,0,76 1,20A-No Parking (Non-COM),,,
8169028188,P891572,IL,PAS,12-05-2016,21,4DSD,FORD,T,10330,5580,5680,20160088,68,68,68,356530,T302,C,1151A,,K,F,517,Bay Ridge Pky,,0,408,d1,,Y,1130A,0100P,BLACK,,0,,0,26 3,21-No Parking (street clean),,,
1414119847,50655JT,NY,COM,10/29/2016,14,VAN,DODGE,P,24890,18010,18030,0,17,17,17,959928,17,0,0515P,,NY,O,575,LEXINGTON AVE,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
8332563460,HPA3810,NY,PAS,04-12-2017,38,SUBN,CHEVR,T,35690,9690,9840,20170927,111,111,111,362541,T401,R,1238P,,Q,F,42-19,Bell Blvd,,0,408,h1,,Y,0900A,0700P,BK,,2015,,0,44,38-Failure to Display Muni Rec,,,
7803942866,HJN6120,PA,PAS,11/18/2016,21,SUBN,BMW,T,35330,65030,41730,20160088,70,70,70,331325,T302,L,1040A,,K,F,629,Westminster Rd,,0,408,d1,,Y  Y,0930A,1100A,RED,,0,,0,F 32,21-No Parking (street clean),,,
8062068160,17017MH,NY,COM,01/24/2017,14,VAN,FORD,T,18730,25390,27790,20170531,19,19,19,357097,T103,I,1229P,,NY,O,47,E 87th St,,0,408,c,,YYYYYYY,,,WHITE,,2015,,0,60,14-No Standing,,,
7068228914,182512D,ME,PAS,07/28/2016,66,TRLR,NS/OT,T,9890,0,0,20160088,108,108,108,354032,T803,BB,1127P,,Q,I,E,43rd St,130ft N/of 54th Ave,0,408,k4,,,,,SILVE,,0,,0,P 42,66-Detached Trailer,,,
8483159909,JCELITE,NY,SRF,04-11-2017,31,PICK,DODGE,T,17810,0,0,20170620,17,17,17,355120,T106,P,0318P,,NY,I,S,E 41st St,25ft E/of Madison Av,0,408,l3,,Y,0700A,0700P,BK,,2016,,0,20,31-No Stand (Com. Mtr. Zone),,,
5093950270,GSG5399,NY,PAS,10/18/2016,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1247P,,QN,,,VAN WYCK EXP SVC RD,(N/B) @ ROCKAWAY BLV,0,1111,D,T,,,,BL,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
8145537897,GHV5010,NY,PAS,09-10-2016,71,4DSD,VOLKS,T,8320,10620,49820,20170802,49,49,49,363946,T202,F,1258P,,BX,F,800,Allerton Ave,,0,408,j6,,YYYYYYY,,,RD,,2013,,0,15 2,71A-Insp Sticker Expired (NYS),,,
8156536680,GLK2252,NY,PAS,10-06-2016,21,SUBN,DODGE,T,18630,23230,78730,20180123,90,90,90,347649,T301,D,1149A,,K,F,412,Bedford Ave,,0,408,d1,,Y  Y,1130A,0100P,WH,,2009,,0,14 3,21-No Parking (street clean),,,
7078235897,56224MG,NY,COM,07/15/2016,14,VAN,FRUEH,T,15350,10510,45290,88888888,1,1,1,349538,T105,H,0620P,,NY,F,271,Church St,,0,408,c,,YYYYYYY,,,BROWN,,2006,,0,51,14-No Standing,,,
8575851640,DS112Z,NY,PAS,06/16/2017,38,SUBN,HYUND,T,76960,29620,29620,20180223,49,49,49,365904,T201,P,1244P,,BX,F,40,Westchester Sq,,0,408,h1,,Y,0800A,0700P,RD,,2015,,0,9,38-Failure to Display Muni Rec,,,
8556207662,HDE5486,NY,PAS,06/16/2017,40,SUBN,ROVER,T,7540,9790,9890,20190426,114,114,114,357054,T401,L,1131A,,Q,F,42-17,28th Ave,,0,408,e2,,YYYYYYY,,,BK,,2015,,4,E,40-Fire Hydrant,,,
4626355183,FFM4754,NY,PAS,11-03-2016,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,1239P,,QN,,,EB NORTHERN BLVD @ 1,08TH ST,0,1180,B,T,,,,GR,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7437195045,91594,NY,MED,08-05-2016,71,4DSD,HONDA,T,22240,18040,18290,20180704,102,102,102,363057,T402,F,0226P,,Q,O,89-56,135th St,,0,408,j6,,YYYYYYY,,,GY,,2009,,0,32 4,71A-Insp Sticker Expired (NYS),,,
4629181751,DJG9869,NY,PAS,01-09-2017,36,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,0823A,,QN,,,WB UNION TRPK @ 213T,H ST,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8231560490,DGE3392,NY,PAS,01-12-2017,71,4DSD,TOYOT,T,21890,19590,35780,20170517,102,102,102,363063,T402,S,0348P,,Q,O,103-02,130th St,,0,408,j6,,YYYYYYY,,,BK,,2005,,0,J,71A-Insp Sticker Expired (NYS),,,
8517805112,92575MH,NY,COM,03/21/2017,37,VAN,FRUEH,T,45590,18650,18670,20171231,19,19,19,363110,T103,N,0329P,0301P,NY,F,1584,York Ave,,0,408,h1,,Y,0800A,0700P,RD,,2016,129-4852,0,56,37-Expired Muni Meter,,,
8515966141,90612MA,NY,COM,04/19/2017,37,VAN,FRUEH,T,10210,18750,18770,20171130,19,19,19,355113,T103,D,0503P,0329A,NY,F,1572,3rd Ave,,0,408,h1,,Y,0800A,0700P,RD,,2011,120-8038,0,CC1,37-Expired Muni Meter,,,
4625803111,DAZ3608,NY,PAS,10/25/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0314P,,QN,,,EB UNION TPKE @ 210T,H ST,0,1180,B,T,,,,GY,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8554058537,AD90409,AZ,PAS,05/27/2017,42,DELV,FORD,T,8790,15540,15640,88880088,115,115,115,362165,T401,B,0206P,,Q,F,73-01,37th Ave,,0,408,h1,,Y,0900A,0700P,WHITE,,0,412-3060,0,39-A,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
8128539012,HES1947,NY,PAS,07/20/2016,20,SUBN,JEEP,T,52120,29220,27360,20170306,52,52,52,361369,T201,B,0127P,,BX,F,2485,Morris Ave,,0,408,d,,YYYYY,0800A,0600P,BK,,2014,,0,03 2,20A-No Parking (Non-COM),,,
8489015004,GZE1571,NY,PAS,04/28/2017,37,SUBN,TOYOT,T,13940,0,0,20170723,104,104,104,353158,T402,G,0405P,0241P,Q,I,S,66th St,55ft E/of Perry Ave,0,408,h1,,Y,0900A,0700P,BK,,2001,435-3014,0,24,37-Expired Muni Meter,,,
4627304031,GXL123,VT,PAS,11/23/2016,36,SD,NISSA,V,0,0,0,0,,0,0,0,,,1044A,,BK,,,EB LAFAYETTE AVE. TH,ROOP AV- LEWIS AV,0,1180,B,T,,,,BLK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8506067870,46657AN,NY,COM,04-12-2017,14,VAN,FORD,T,12950,0,0,20171130,1,1,1,364011,T105,D,0107P,,NY,I,S,Beaver St,20ft W/of Hanover St,0,408,c,,YYYYYYY,,,WH,,2003,,0,46,14-No Standing,,,
7807399636,GRH9117,NY,PAS,09/22/2016,38,SUBN,TOYOT,T,21220,40404,40404,20180611,50,50,50,355556,T801,B,0909P,,BX,F,322R,Corlear Ave,,0,408,h1,,YYYYY,0800A,1000P,BK,,2011,,0,K 21,38-Failure to Display Muni Rec,,,
8382519570,24917JZ,NY,COM,12-02-2016,38,VAN,CHEVR,T,78050,53520,47520,88888888,49,49,49,358137,T202,K,0129P,,BX,F,2053,Williamsbridge Rd,,0,408,h1,,Y,0900A,0700P,WHITE,,2009,,0,09 2,38-Failure to Display Muni Rec,,,
4006407324,T652446C,NY,OMT,09/21/2016,5,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0347P,,MN,,,EB 125TH ST @ 2ND AV,E,0,1111,C,T,,,,BK,,2014,,0,,BUS LANE VIOLATION,,,
4626555676,T708988C,NY,OMT,11-07-2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0426P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8560155089,FWF3661,NY,PAS,06-06-2017,20,4DSD,BUICK,T,22810,0,0,20180110,109,109,109,354004,T401,N,0157P,,Q,I,S,142nd St,75ft W/of 59th Ave,0,408,d,,YY  Y,0600A,0300P,TN,,1999,,0,C,20A-No Parking (Non-COM),,,
4630442595,19133SH,NY,SCL,02-01-2017,36,BUS,CHEVR,V,0,0,0,0,,0,0,0,,,0318P,,BK,,,NB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,YW,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4630083443,HDM6435,NY,PAS,01/27/2017,36,4DSD,LINCO,V,0,0,0,0,,0,0,0,,,1259P,,QN,,,WB JAMAICA AVE @ 224,TH ST,0,1180,B,T,,,,BK,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8380515470,D66FMK,NJ,PAS,10/18/2016,46,4DSD,ME/BE,T,68020,29620,27000,88888888,48,48,48,331938,T201,X,1105A,,BX,F,4238,3rd Ave,,0,408,f1,,,,,WHITE,,0,,0,42 2,46A-Double Parking (Non-COM),,,
1413646918,157XHQ,WA,PAS,09-12-2016,21,SDN,TOYOT,P,83330,61730,58130,0,79,79,79,955761,79,0,1118A,,K,O,319,MARCUS GARVEY BLVD,,0,408,D1,,YBBYBBB,1100A,1230P,RED,0,0,-,0,,,,,
8529656740,52384MG,NY,COM,04/15/2017,46,PICK,CHEVR,T,55520,14820,9320,20181031,49,49,49,365305,T201,P,1106A,,BX,O,2830,Olinville Ave,,0,408,F1,,YYYYYYY,,,WH,,2007,,0,15,46B-Double Parking (Com-100Ft),,,
4634748733,AHR6154,NY,PAS,06-05-2017,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0304P,,QN,,,NB MAIN ST @ REEVES,AVE,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8507913775,49071MJ,NY,COM,04-06-2017,20,VAN,FORD,T,16150,29290,24010,20181231,5,5,5,361860,T101,G,1045A,1012A,NY,F,120,Crosby St,,20170406,408,d,,YYYYY,0800A,0600P,WH,,2017,,0,29,20-No Parking (Com Plate),,,
8173061099,220YIG,FL,PAS,03/20/2017,20,SUBN,HONDA,T,13980,24465,67030,20171088,63,63,63,363929,T302,P,0241P,,K,O,2925,Avenue H,,0,408,d,,YYYYYYY,,,BLACK,,0,,0,16,20A-No Parking (Non-COM),,,
1413003679,26656JV,NY,COM,10-03-2016,46,P-U,FORD,P,25390,19310,19330,20180131,25,25,25,935346,25,0,1055A,,NY,F,1820,MADISON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,
8376515494,HGJ6348,NY,PAS,11-03-2016,38,SUBN,JEEP,T,42820,52710,10020,20180511,52,52,52,361897,T201,L,0245P,,BX,O,3686,Jerome Ave,,0,408,h1,,Y,0800A,0700P,BL,,2004,,0,31 2,38-Failure to Display Muni Rec,,,
7495540310,25040MB,NY,COM,10/25/2016,40,PICK,FORD,T,9190,59990,10440,20171208,108,108,108,357781,T401,S,1138A,,Q,F,45-14,39th Pl,,0,408,e2,,YYYYYYY,,,GY,,2012,,0,37 4,40-Fire Hydrant,,,
8383526283,HGR2090,NY,PAS,01-12-2017,38,4DSD,BUICK,T,73720,27270,27300,20170507,46,46,46,363996,T202,D,0843A,,BX,O,2427,Webster Ave,,0,408,h1,,Y,0800A,0700P,RD,,2001,,0,18,38-Failure to Display Muni Rec,,,
8472570319,90773MG,NY,COM,01-04-2017,37,VAN,CHEVR,T,10210,18470,18490,20170831,19,19,19,363553,T103,H,1033A,1000A,NY,F,1295,3rd Ave,,20170104,408,h1,,Y,0900A,0700P,GY,,2007,120-8007,0,CC1,37-Expired Muni Meter,,,
7883295445,HBN8082,NY,PAS,02-01-2017,38,SUBN,GMC,T,29620,20220,59520,20180113,48,48,48,359285,T201,K,0453P,,BX,F,748,E Tremont Ave,,0,408,h1,,Y,0830A,0700P,GY,,2004,,0,33,38-Failure to Display Muni Rec,,,
